SNOMED_ConceptId,ConceptId_Description,LTC_Category,Resolved
2.39828E+16,Simponi 100mg/1ml solution for injection pre-filled pens (Merck Sharp & Dohme (UK) Ltd) (product),Malignancy and immunosuppression ,0
2.39847E+16,Golimumab 100mg/1ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
2.39854E+16,Trastuzumab emtansine 100mg powder for solution for infusion vials (product),Malignancy and immunosuppression ,0
2.39855E+16,Trastuzumab emtansine 160mg powder for solution for infusion vials (product),Malignancy and immunosuppression ,0
2.44076E+16,Capecitabine 300mg tablets (product),Malignancy and immunosuppression ,0
2.4408E+16,Leflunomide 15mg tablets (product),Malignancy and immunosuppression ,0
2.45046E+16,Aubagio 14mg tablets (Genzyme Therapeutics Ltd) (product),Malignancy and immunosuppression ,0
2.4509E+16,Axitinib 3mg tablets (product),Malignancy and immunosuppression ,0
2.45091E+16,Axitinib 7mg tablets (product),Malignancy and immunosuppression ,0
2.45095E+16,Docetaxel 20mg/0.72ml solution for infusion vials and diluent (product),Malignancy and immunosuppression ,0
2.45618E+16,Lemtrada 12mg/1.2ml concentrate for solution for infusion vials (Genzyme Therapeutics Ltd) (product),Malignancy and immunosuppression ,0
2.45657E+16,Alemtuzumab 12mg/1.2ml solution for infusion vials (product),Malignancy and immunosuppression ,0
2.45884E+16,Metoject PEN 7.5mg/0.15ml solution for injection pre-filled pens (medac UK) (product),Malignancy and immunosuppression ,0
2.45887E+16,Metoject PEN 30mg/0.6ml solution for injection pre-filled pens (medac UK) (product),Malignancy and immunosuppression ,0
2.45893E+16,Metoject PEN 25mg/0.5ml solution for injection pre-filled pens (medac UK) (product),Malignancy and immunosuppression ,0
2.45896E+16,Metoject PEN 15mg/0.3ml solution for injection pre-filled pens (medac UK) (product),Malignancy and immunosuppression ,0
2.45899E+16,Metoject PEN 12.5mg/0.25ml solution for injection pre-filled pens (medac UK) (product),Malignancy and immunosuppression ,0
2.45902E+16,Metoject PEN 10mg/0.2ml solution for injection pre-filled pens (medac UK) (product),Malignancy and immunosuppression ,0
2.45904E+16,Metoject PEN 22.5mg/0.45ml solution for injection pre-filled pens (medac UK) (product),Malignancy and immunosuppression ,0
2.45908E+16,Metoject PEN 20mg/0.4ml solution for injection pre-filled pens (medac UK) (product),Malignancy and immunosuppression ,0
2.45911E+16,Metoject PEN 17.5mg/0.35ml solution for injection pre-filled pens (medac UK) (product),Malignancy and immunosuppression ,0
2.45943E+16,Methotrexate 10mg/0.2ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
2.45944E+16,Methotrexate 12.5mg/0.25ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
2.45945E+16,Methotrexate 15mg/0.3ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
2.45946E+16,Methotrexate 17.5mg/0.35ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
2.45947E+16,Methotrexate 20mg/0.4ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
2.45948E+16,Methotrexate 22.5mg/0.45ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
2.45949E+16,Methotrexate 25mg/0.5ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
2.4595E+16,Methotrexate 27.5mg/0.55ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
2.45951E+16,Methotrexate 30mg/0.6ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
2.45952E+16,Methotrexate 7.5mg/0.15ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
2.46578E+16,Entyvio 300mg powder for concentrate for solution for infusion vials (Takeda UK Ltd) (product),Malignancy and immunosuppression ,0
2.46702E+16,Vedolizumab 300mg powder for solution for infusion vials (product),Malignancy and immunosuppression ,0
2.47808E+16,RoActemra 162mg/0.9ml solution for injection pre-filled syringes (Roche Products Ltd) (product),Malignancy and immunosuppression ,0
2.48565E+16,Rituximab 1.4g/11.7ml solution for injection vials (product),Malignancy and immunosuppression ,0
2.48569E+16,Tocilizumab 162mg/0.9ml solution for injection pre-filled syringes (product),Malignancy and immunosuppression ,0
2.55035E+16,Obinutuzumab 1g/40ml solution for infusion vials (product),Malignancy and immunosuppression ,0
2.59645E+16,Trametinib 2mg tablets (product),Malignancy and immunosuppression ,0
2.79467E+16,Idelalisib 100mg tablets (product),Malignancy and immunosuppression ,0
2.79471E+16,Idelalisib 150mg tablets (product),Malignancy and immunosuppression ,0
2.80123E+16,Cabozantinib 20mg capsules (product),Malignancy and immunosuppression ,0
2.82824E+16,Imbruvica 140mg capsules (Janssen-Cilag Ltd) (product),Malignancy and immunosuppression ,0
2.83359E+16,Vanquoral 25mg capsules (Teva UK Ltd) (product),Malignancy and immunosuppression ,0
2.83374E+16,Vanquoral 50mg capsules (Teva UK Ltd) (product),Malignancy and immunosuppression ,0
2.83389E+16,Vanquoral 100mg capsules (Teva UK Ltd) (product),Malignancy and immunosuppression ,0
2.8395E+16,Ibrutinib 140mg capsules (product),Malignancy and immunosuppression ,0
2.84153E+16,Mercaptopurine 75mg tablets (product),Malignancy and immunosuppression ,0
2.87706E+16,Otezla 30mg tablets (Amgen Ltd) (product),Malignancy and immunosuppression ,0
2.87892E+16,Apremilast 30mg tablets (product),Malignancy and immunosuppression ,0
2.87902E+16,Nintedanib 100mg capsules (product),Malignancy and immunosuppression ,0
2.87903E+16,Nintedanib 150mg capsules (product),Malignancy and immunosuppression ,0
2.87918E+16,Envarsus 1mg modified-release tablets (Chiesi Ltd) (product),Malignancy and immunosuppression ,0
2.87921E+16,Envarsus 750microgram modified-release tablets (Chiesi Ltd) (product),Malignancy and immunosuppression ,0
2.87924E+16,Envarsus 4mg modified-release tablets (Chiesi Ltd) (product),Malignancy and immunosuppression ,0
2.88006E+16,Adoport 0.75mg capsules (Sandoz Ltd) (product),Malignancy and immunosuppression ,0
2.88009E+16,Adoport 2mg capsules (Sandoz Ltd) (product),Malignancy and immunosuppression ,0
2.88037E+16,Remsima 100mg powder for concentrate for solution for infusion vials (Celltrion Healthcare UK Ltd) (product),Malignancy and immunosuppression ,0
2.88088E+16,Tacrolimus 1mg modified-release tablets (product),Malignancy and immunosuppression ,0
2.88089E+16,Tacrolimus 4mg modified-release tablets (product),Malignancy and immunosuppression ,0
2.8809E+16,Tacrolimus 750microgram modified-release tablets (product),Malignancy and immunosuppression ,0
2.89432E+16,Inflectra 100mg powder for concentrate for solution for infusion vials (Hospira UK Ltd) (product),Malignancy and immunosuppression ,0
2.89476E+16,Tacrolimus 2mg capsules (product),Malignancy and immunosuppression ,0
2.89477E+16,Tacrolimus 750microgram capsules (product),Malignancy and immunosuppression ,0
2.92116E+16,Secukinumab 150mg/1ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
2.92125E+16,Cosentyx 150mg/1ml solution for injection pre-filled pens (Novartis Pharmaceuticals UK Ltd) (product),Malignancy and immunosuppression ,0
2.92127E+16,Secukinumab 150mg/1ml solution for injection pre-filled syringes (product),Malignancy and immunosuppression ,0
2.92129E+16,Cosentyx 150mg/1ml solution for injection pre-filled syringes (Novartis Pharmaceuticals UK Ltd) (product),Malignancy and immunosuppression ,0
2.96992E+16,Certican 0.25mg tablets (Novartis Pharmaceuticals UK Ltd) (product),Malignancy and immunosuppression ,0
2.96994E+16,Certican 0.75mg tablets (Novartis Pharmaceuticals UK Ltd) (product),Malignancy and immunosuppression ,0
2.9767E+16,Abatacept 125mg/1ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
2.97688E+16,Olaparib 50mg capsules (product),Malignancy and immunosuppression ,0
2.9865E+16,Lenvima 4mg capsules (Eisai Ltd) (product),Malignancy and immunosuppression ,0
2.98891E+16,Nivolumab 100mg/10ml solution for infusion vials (product),Malignancy and immunosuppression ,0
2.98892E+16,Nivolumab 40mg/4ml solution for infusion vials (product),Malignancy and immunosuppression ,0
2.99037E+16,Lenalidomide 20mg capsules (product),Malignancy and immunosuppression ,0
2.99038E+16,Lenalidomide 7.5mg capsules (product),Malignancy and immunosuppression ,0
2.99346E+16,Vanquoral 10mg capsules (Teva UK Ltd) (product),Malignancy and immunosuppression ,0
3.0033E+16,Pembrolizumab 50mg powder for solution for infusion vials (product),Malignancy and immunosuppression ,0
3.05951E+16,Methotrexate 2mg/ml oral solution sugar free (Rosemont Pharmaceuticals Ltd) (product),Malignancy and immunosuppression ,0
3.07999E+16,Methotrexate 10mg/5ml oral solution sugar free (product),Malignancy and immunosuppression ,0
3.08163E+16,Stelara 90mg/1ml solution for injection pre-filled syringes (Janssen-Cilag Ltd) (product),Malignancy and immunosuppression ,0
3.09204E+16,Ustekinumab 90mg/1ml solution for injection pre-filled syringes (product),Malignancy and immunosuppression ,0
3.10885E+16,Trametinib 500micrograms tablets (product),Malignancy and immunosuppression ,0
3.14067E+16,Zlatal 20mg/0.8ml solution for injection pre-filled syringes (Nordic Pharma Ltd) (product),Malignancy and immunosuppression ,0
3.14072E+16,Zlatal 22.5mg/0.9ml solution for injection pre-filled syringes (Nordic Pharma Ltd) (product),Malignancy and immunosuppression ,0
3.14074E+16,Zlatal 25mg/1ml solution for injection pre-filled syringes (Nordic Pharma Ltd) (product),Malignancy and immunosuppression ,0
3.14079E+16,Zlatal 10mg/0.4ml solution for injection pre-filled syringes (Nordic Pharma Ltd) (product),Malignancy and immunosuppression ,0
3.1409E+16,Zlatal 12.5mg/0.5ml solution for injection pre-filled syringes (Nordic Pharma Ltd) (product),Malignancy and immunosuppression ,0
3.14096E+16,Zlatal 15mg/0.6ml solution for injection pre-filled syringes (Nordic Pharma Ltd) (product),Malignancy and immunosuppression ,0
3.22271E+16,Benepali 50mg/1ml solution for injection pre-filled syringes (Biogen Idec Ltd) (product),Malignancy and immunosuppression ,0
3.22301E+16,Benepali 50mg/1ml solution for injection pre-filled pens (Biogen Idec Ltd) (product),Malignancy and immunosuppression ,0
3.28817E+16,Humira 40mg/0.4ml solution for injection pre-filled pens (AbbVie Ltd) (product),Malignancy and immunosuppression ,0
3.2882E+16,Humira 40 mg/0.4ml solution for injection pre-filled syringes (AbbVie Ltd) (product),Malignancy and immunosuppression ,0
3.28881E+16,Adalimumab 40mg/0.4ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
3.28882E+16,Adalimumab 40mg/0.4ml solution for injection pre-filled syringes (product),Malignancy and immunosuppression ,0
3.30874E+16,Flixabi 100mg powder for concentrate for solution for infusion vials (Biogen Idec Ltd) (product),Malignancy and immunosuppression ,0
3.35118E+16,Cimzia 200mg/1ml solution for injection pre-filled pens (UCB Pharma Ltd) (product),Malignancy and immunosuppression ,0
3.35237E+16,Certolizumab pegol 200mg/1ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
3.36309E+16,Cabozantinib 20mg tablets (product),Malignancy and immunosuppression ,0
3.3631E+16,Cabozantinib 40mg tablets (product),Malignancy and immunosuppression ,0
3.36573E+16,Cabozantinib 60mg tablets (product),Malignancy and immunosuppression ,0
3.37498E+16,Ustekinumab 130mg/26ml solution for infusion vials (product),Malignancy and immunosuppression ,0
3.41558E+16,Irinotecan pegylated liposomal 43mg/10ml solution for infusion vials (product),Malignancy and immunosuppression ,0
3.41617E+16,Nordimet 7.5mg/0.3ml solution for injection pre-filled pens (Nordic Pharma Ltd) (product),Malignancy and immunosuppression ,0
3.41626E+16,Nordimet 10mg/0.4ml solution for injection pre-filled pens (Nordic Pharma Ltd) (product),Malignancy and immunosuppression ,0
3.41629E+16,Nordimet 12.5mg/0.5ml solution for injection pre-filled pens (Nordic Pharma Ltd) (product),Malignancy and immunosuppression ,0
3.41632E+16,Nordimet 15mg/0.6ml solution for injection pre-filled pens (Nordic Pharma Ltd) (product),Malignancy and immunosuppression ,0
3.41635E+16,Nordimet 17.5mg/0.7ml solution for injection pre-filled pens (Nordic Pharma Ltd) (product),Malignancy and immunosuppression ,0
3.41638E+16,Nordimet 20mg/0.8ml solution for injection pre-filled pens (Nordic Pharma Ltd) (product),Malignancy and immunosuppression ,0
3.41641E+16,Nordimet 22.5mg/0.9ml solution for injection pre-filled pens (Nordic Pharma Ltd) (product),Malignancy and immunosuppression ,0
3.41644E+16,Nordimet 25mg/1ml solution for injection pre-filled pens (Nordic Pharma Ltd) (product),Malignancy and immunosuppression ,0
3.41656E+16,Truxima 500mg/50ml concentrate for solution for infusion vials (Napp Pharmaceuticals Ltd) (product),Malignancy and immunosuppression ,0
3.41674E+16,Everolimus 3mg dispersible tablets sugar free (product),Malignancy and immunosuppression ,0
3.41675E+16,Everolimus 5mg dispersible tablets sugar free (product),Malignancy and immunosuppression ,0
3.41677E+16,Methotrexate 10mg/0.4ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
3.41678E+16,Methotrexate 12.5mg/0.5ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
3.41679E+16,Methotrexate 15mg/0.6ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
3.4168E+16,Methotrexate 17.5mg/0.7ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
3.41681E+16,Methotrexate 20mg/0.8ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
3.41682E+16,Methotrexate 22.5mg/0.9ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
3.41683E+16,Methotrexate 25mg/1ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
3.41684E+16,Methotrexate 7.5mg/0.3ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
3.43784E+16,Pembrolizumab 100mg/4ml solution for infusion vials (product),Malignancy and immunosuppression ,0
3.45305E+16,Carfilzomib 10mg powder for solution for infusion vials (product),Malignancy and immunosuppression ,0
3.46091E+16,Benepali 25mg/0.5ml solution for injection pre-filled syringes (Biogen Idec Ltd) (product),Malignancy and immunosuppression ,0
3.46137E+16,Truxima 100mg/10ml concentrate for solution for infusion vials (Napp Pharmaceuticals Ltd) (product),Malignancy and immunosuppression ,0
3.46232E+16,Esbriet 267mg tablets (Roche Products Ltd) (product),Malignancy and immunosuppression ,0
3.46255E+16,Pirfenidone 267mg tablets (product),Malignancy and immunosuppression ,0
3.46256E+16,Pirfenidone 801mg tablets (product),Malignancy and immunosuppression ,0
3.46333E+16,Mitomycin 40mg powder and solvent for intravesical solution vials (product),Malignancy and immunosuppression ,0
3.46337E+16,Erelzi 25mg/0.5ml solution for injection pre-filled syringes (Sandoz Ltd) (product),Malignancy and immunosuppression ,0
3.46339E+16,Erelzi 50mg/1ml solution for injection pre-filled syringes (Sandoz Ltd) (product),Malignancy and immunosuppression ,0
3.46341E+16,Erelzi 50mg/1ml solution for injection pre-filled pens (Sandoz Ltd) (product),Malignancy and immunosuppression ,0
3.46343E+16,Rixathon 100mg/10ml concentrate for solution for infusion vials (Sandoz Ltd) (product),Malignancy and immunosuppression ,0
3.46346E+16,Rixathon 500mg/50ml concentrate for solution for infusion vials (Sandoz Ltd) (product),Malignancy and immunosuppression ,0
3.47764E+16,Methofill 7.5mg/0.15ml solution for injection pre-filled injector (Accord Healthcare Ltd) (product),Malignancy and immunosuppression ,0
3.47769E+16,Methofill 10mg/0.2ml solution for injection pre-filled injector (Accord Healthcare Ltd) (product),Malignancy and immunosuppression ,0
3.47771E+16,Methofill 15mg/0.3ml solution for injection pre-filled injector (Accord Healthcare Ltd) (product),Malignancy and immunosuppression ,0
3.47773E+16,Methofill 12.5mg/0.25ml solution for injection pre-filled injector (Accord Healthcare Ltd) (product),Malignancy and immunosuppression ,0
3.47776E+16,Methofill 17.5mg/0.35ml solution for injection pre-filled injector (Accord Healthcare Ltd) (product),Malignancy and immunosuppression ,0
3.47778E+16,Methofill 20mg/0.4ml solution for injection pre-filled injector (Accord Healthcare Ltd) (product),Malignancy and immunosuppression ,0
3.47782E+16,Methofill 25mg/0.5ml solution for injection pre-filled injector (Accord Healthcare Ltd) (product),Malignancy and immunosuppression ,0
3.4791E+16,Mavenclad 10mg tablets (Merck Serono Ltd) (product),Malignancy and immunosuppression ,0
3.47967E+16,Cladribine 10mg tablets (product),Malignancy and immunosuppression ,0
3.48092E+16,Ceptava 180mg gastro-resistant tablets (Sandoz Ltd) (product),Malignancy and immunosuppression ,0
3.48094E+16,Ceptava 360mg gastro-resistant tablets (Sandoz Ltd) (product),Malignancy and immunosuppression ,0
3.4819E+16,Ponatinib 30mg tablets (product),Malignancy and immunosuppression ,0
3.4834E+16,Enbrel 25mg/0.5ml solution for injection pre-filled MyClic pens (Pfizer Ltd) (product),Malignancy and immunosuppression ,0
3.48405E+16,Etanercept 25mg/0.5ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
3.48712E+16,Cosentyx 150mg/1ml solution for injection pre-filled syringes (Novartis Pharmaceuticals UK Ltd) (product),Malignancy and immunosuppression ,0
3.49566E+16,Methotrexate 2.5mg tablets (Almus Pharmaceuticals Ltd) (product),Malignancy and immunosuppression ,0
3.50861E+16,Canakinumab 150mg/1ml solution for injection vials (product),Malignancy and immunosuppression ,0
3.53153E+16,Humira 20mg/0.2ml solution for injection pre-filled syringes (AbbVie Ltd) (product),Malignancy and immunosuppression ,0
3.53188E+16,Adalimumab 20mg/0.2ml solution for injection pre-filled syringes (product),Malignancy and immunosuppression ,0
3.54103E+16,RoActemra 162mg/0.9ml solution for injection pre-filled pens (Roche Products Ltd) (product),Malignancy and immunosuppression ,0
3.54316E+16,Tocilizumab 162mg/0.9ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
3.55148E+16,Olaparib 100mg tablets (product),Malignancy and immunosuppression ,0
3.55149E+16,Olaparib 150mg tablets (product),Malignancy and immunosuppression ,0
3.55418E+16,Nivolumab 240mg/24ml solution for infusion vials (product),Malignancy and immunosuppression ,0
3.55997E+16,Bosutinib 400mg tablets (product),Malignancy and immunosuppression ,0
3.56012E+16,Doxorubicin 20mg/10ml solution for infusion vials (product),Malignancy and immunosuppression ,0
3.58944E+16,Adalimumab 40mg/0.8ml solution for injection pre-filled syringes (product),Malignancy and immunosuppression ,0
3.59062E+16,Basiliximab 10mg powder and solvent for solution for injection vials (product),Malignancy and immunosuppression ,0
3.59111E+16,Bevacizumab 100mg/4ml solution for infusion vials (product),Malignancy and immunosuppression ,0
3.59146E+16,Tacrolimus 5mg/1ml solution for infusion ampoules (product),Malignancy and immunosuppression ,0
3.59245E+16,Sodium aurothiomalate 10mg/0.5ml solution for injection ampoules (product),Malignancy and immunosuppression ,0
3.59247E+16,Sodium aurothiomalate 50mg/0.5ml solution for injection ampoules (product),Malignancy and immunosuppression ,0
3.59347E+16,Rituximab 100mg/10ml solution for infusion vials (product),Malignancy and immunosuppression ,0
3.59348E+16,Rituximab 500mg/50ml solution for infusion vials (product),Malignancy and immunosuppression ,0
3.60049E+16,Amgevita 40mg/0.8ml solution for injection pre-filled syringes (Amgen Ltd) (product),Malignancy and immunosuppression ,0
3.60051E+16,Amgevita 40mg/0.8ml solution for injection pre-filled pens (Amgen Ltd) (product),Malignancy and immunosuppression ,0
3.60236E+16,Paclitaxel 100mg/16.7ml solution for infusion vials (product),Malignancy and immunosuppression ,0
3.60237E+16,Paclitaxel 150mg/25ml solution for infusion vials (product),Malignancy and immunosuppression ,0
3.60253E+16,Panitumumab 100mg/5ml solution for infusion vials (product),Malignancy and immunosuppression ,0
3.60303E+16,Natalizumab 300mg/15ml solution for infusion vials (product),Malignancy and immunosuppression ,0
3.60329E+16,Methotrexate 1g/10ml solution for injection vials (product),Malignancy and immunosuppression ,0
3.6033E+16,Methotrexate 1g/40ml solution for injection vials (product),Malignancy and immunosuppression ,0
3.60332E+16,Methotrexate 500mg/20ml solution for injection vials (product),Malignancy and immunosuppression ,0
3.60333E+16,Methotrexate 50mg/2ml solution for injection vials (product),Malignancy and immunosuppression ,0
3.60335E+16,Methotrexate 5g/50ml solution for infusion vials (product),Malignancy and immunosuppression ,0
3.60336E+16,Methotrexate 5mg/2ml solution for injection vials (product),Malignancy and immunosuppression ,0
3.60496E+16,Irinotecan 40mg/2ml solution for infusion vials (product),Malignancy and immunosuppression ,0
3.60656E+16,Etanercept 25mg powder and solvent for solution for injection vials (product),Malignancy and immunosuppression ,0
3.60683E+16,Fluorouracil 250mg/10ml solution for injection vials (product),Malignancy and immunosuppression ,0
3.60684E+16,Fluorouracil 500mg/10ml solution for injection vials (product),Malignancy and immunosuppression ,0
3.60715E+16,Eculizumab 300mg/30ml solution for infusion vials (product),Malignancy and immunosuppression ,0
3.60724E+16,Epirubicin 10mg/5ml solution for injection vials (product),Malignancy and immunosuppression ,0
3.60726E+16,Epirubicin 50mg/25ml solution for injection vials (product),Malignancy and immunosuppression ,0
3.6092E+16,Cytarabine 100mg/1ml solution for injection vials (product),Malignancy and immunosuppression ,0
3.61393E+16,Ciclosporin 100mg/ml oral solution sugar free (product),Malignancy and immunosuppression ,0
3.61395E+16,Ciclosporin 250mg/5ml solution for infusion ampoules (product),Malignancy and immunosuppression ,0
3.61403E+16,Ciclosporin 50mg/1ml solution for infusion ampoules (product),Malignancy and immunosuppression ,0
3.61499E+16,Vinblastine 10mg/10ml solution for injection vials (product),Malignancy and immunosuppression ,0
3.615E+16,Vincristine 1mg/1ml solution for injection vials (product),Malignancy and immunosuppression ,0
3.61501E+16,Vincristine 2mg/2ml solution for injection vials (product),Malignancy and immunosuppression ,0
3.61504E+16,Vinorelbine 10mg/1ml solution for infusion vials (product),Malignancy and immunosuppression ,0
3.62343E+16,Hyrimoz 40mg/0.8ml solution for injection pre-filled pens (Sandoz Ltd) (product),Malignancy and immunosuppression ,0
3.62345E+16,Hyrimoz 40mg/0.8ml solution for injection pre-filled syringes (Sandoz Ltd) (product),Malignancy and immunosuppression ,0
3.64356E+16,Amgevita 20mg/0.4ml solution for injection pre-filled syringes (Amgen Ltd) (product),Malignancy and immunosuppression ,0
3.64417E+16,Adalimumab 20mg/0.4ml solution for injection pre-filled syringes (product),Malignancy and immunosuppression ,0
3.6442E+16,Imraldi 40mg/0.8ml solution for injection pre-filled pens (Biogen Idec Ltd) (product),Malignancy and immunosuppression ,0
3.64579E+16,Adalimumab 80mg/0.8ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
3.6458E+16,Adalimumab 80mg/0.8ml solution for injection pre-filled syringes (product),Malignancy and immunosuppression ,0
3.64602E+16,Imraldi 40mg/0.8ml solution for injection pre-filled syringes (Biogen Idec Ltd) (product),Malignancy and immunosuppression ,0
3.6584E+16,Zessly 100mg powder for concentrate for solution for infusion vials (Sandoz Ltd) (product),Malignancy and immunosuppression ,0
3.66274E+16,Bendamustine 180mg/4ml solution for infusion vials (product),Malignancy and immunosuppression ,0
3.71719E+16,Nilotinib 50mg capsules (product),Malignancy and immunosuppression ,0
3.7223E+16,Abatacept 50mg/0.4ml solution for injection pre-filled syringes (product),Malignancy and immunosuppression ,0
3.72231E+16,Abatacept 87.5mg/0.7ml solution for injection pre-filled syringes (product),Malignancy and immunosuppression ,0
3.72362E+16,Fingolimod 250microgram capsules (product),Malignancy and immunosuppression ,0
3.72386E+16,Arsenic 10mg/10ml solution for infusion vials (product),Malignancy and immunosuppression ,0
3.74932E+16,Imbruvica 280mg tablets (Janssen-Cilag Ltd) (product),Malignancy and immunosuppression ,0
3.74934E+16,Ibrutinib 140mg tablets (product),Malignancy and immunosuppression ,0
3.74935E+16,Ibrutinib 280mg tablets (product),Malignancy and immunosuppression ,0
3.74936E+16,Ibrutinib 420mg tablets (product),Malignancy and immunosuppression ,0
3.74937E+16,Ibrutinib 560mg tablets (product),Malignancy and immunosuppression ,0
3.75641E+16,Bortezomib 1mg powder for solution for injection vials (product),Malignancy and immunosuppression ,0
3.75711E+16,Methofill 7.5mg/0.15ml solution for injection pre-filled syringes (Accord Healthcare Ltd) (product),Malignancy and immunosuppression ,0
3.75713E+16,Methofill 10mg/0.2ml solution for injection pre-filled syringes (Accord Healthcare Ltd) (product),Malignancy and immunosuppression ,0
3.75715E+16,Methofill 12.5mg/0.25ml solution for injection pre-filled syringes (Accord Healthcare Ltd) (product),Malignancy and immunosuppression ,0
3.75717E+16,Methofill 15mg/0.3ml solution for injection pre-filled syringes (Accord Healthcare Ltd) (product),Malignancy and immunosuppression ,0
3.75719E+16,Methofill 17.5mg/0.35ml solution for injection pre-filled syringes (Accord Healthcare Ltd) (product),Malignancy and immunosuppression ,0
3.75721E+16,Hanixol 50mg tablets (Fontus Health Ltd) (product),Malignancy and immunosuppression ,0
3.75723E+16,Methofill 20mg/0.4ml solution for injection pre-filled syringes (Accord Healthcare Ltd) (product),Malignancy and immunosuppression ,0
3.75727E+16,Methofill 25mg/0.5ml solution for injection pre-filled syringes (Accord Healthcare Ltd) (product),Malignancy and immunosuppression ,0
3.76003E+16,Bortezomib 2.5mg powder for solution for injection vials (product),Malignancy and immunosuppression ,0
3.76004E+16,Hydroxycarbamide 500mg/5ml oral solution sugar free (product),Malignancy and immunosuppression ,0
3.7847E+16,Cimzia 200mg/1ml solution for injection in a dose-dispenser cartridge (UCB Pharma Ltd) (product),Malignancy and immunosuppression ,0
3.78548E+16,Certolizumab pegol 200mg/1ml solution for injection cartridges (product),Malignancy and immunosuppression ,0
3.79399E+16,Dailiport 1mg modified-release capsules (Sandoz Ltd) (product),Malignancy and immunosuppression ,0
3.7941E+16,Dailiport 2mg modified-release capsules (Sandoz Ltd) (product),Malignancy and immunosuppression ,0
3.80045E+16,Remsima 120mg/1ml solution for injection pre-filled syringes (Celltrion Healthcare UK Ltd) (product),Malignancy and immunosuppression ,0
3.80048E+16,Remsima 120mg/1ml solution for injection pre-filled pens (Celltrion Healthcare UK Ltd) (product),Malignancy and immunosuppression ,0
3.80077E+16,Ceritinib 150mg tablets (product),Malignancy and immunosuppression ,0
3.8196E+16,Infliximab 120mg/1ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
3.81961E+16,Infliximab 120mg/1ml solution for injection pre-filled syringes (product),Malignancy and immunosuppression ,0
3.82898E+16,Entyvio 108mg/0.68ml solution for injection pre-filled pens (Takeda UK Ltd) (product),Malignancy and immunosuppression ,0
3.8362E+16,Vedolizumab 108mg/0.68ml solution for injection pre-filled disposable devices (product),Malignancy and immunosuppression ,0
3.83622E+16,Vedolizumab 108mg/0.68ml solution for injection pre-filled syringes (product),Malignancy and immunosuppression ,0
3.83676E+16,Idacio 40mg/0.8ml solution for injection pre-filled pens (Fresenius Kabi Ltd) (product),Malignancy and immunosuppression ,0
,Waldenstr�m macroglobulinemia (disorder),Malignancy and immunosuppression ,0
,S�zary's disease (disorder),Malignancy and immunosuppression ,0
,Ch�diak-Higashi syndrome (disorder),Malignancy and immunosuppression ,0
,Pelger-Hu�t anomaly (disorder),Malignancy and immunosuppression ,0
,L�ffler's syndrome (disorder),Malignancy and immunosuppression ,0
,Hand-Sch�ller-Christian disease (disorder),Malignancy and immunosuppression ,0
162004,Severe manic bipolar I disorder without psychotic features (disorder),Mental health,0
4441000,Severe bipolar disorder with psychotic features (disorder),Mental health,0
4926007,Schizophrenia in remission (disorder),Mental health,0
5464005,Brief reactive psychosis (disorder),Mental health,0
12939007,Chronic disorganized schizophrenia (disorder),Mental health,0
13313007,Mild bipolar disorder (disorder),Mental health,0
13746004,Bipolar disorder (disorder),Mental health,0
16506000,Mixed bipolar I disorder (disorder),Mental health,0
16990005,Subchronic schizophrenia (disorder),Mental health,0
23560001,Asperger's disorder (disorder),Mental health,0
26025008,Residual schizophrenia (disorder),Mental health,0
26472000,Paraphrenia (disorder),Mental health,0
28475009,Severe recurrent major depression with psychotic features (disorder),Mental health,0
31027006,Schizotypal personality disorder (disorder),Mental health,0
